quest_id,body
47,"Спасибо большое организатором за столько крутую и интересную комнату! Загадки достаточно сложные, но очень интересные. Всем советую!))"
47,"Вчера с подругами случайно попали в сказку Шехерезады. Были поражены комнатой, техничностью загадок, очень приветливый и дружелюбный парень-оператор. Как только мы вошли, я была уверена, что мы не выйдем:( Но как только ты проникнешся атмосферой комнаты, ты уже и не захочешь выйти оттуда. Очень крутая комната!!! Всем рекомендую)"
47,"Комната атмосферная, интересная, в меру сложная, прошли на одном дыхании! Спасибо оператору Станиславу, который любезно направлял ход наших мыслей в правильную сторону, когда мы уже думали, что в тупике)"
47,"Было очень КЛАССНО!!!! Комната с первого взгляда поражает своей красотой, и ты понимаешь, что действительно попал в сказку. Желание там остаться, конечно, было, но всё-таки цель - выйти оттуда)) Загадки и задания были интересными и заставили мозг работать. С некоторыми он даже не справился и пришлось брать подсказки. Комната наполнена хорошо продуманной атмосферой и эффектами, решение загадок всегда было оригинальное. От прохождения данной комнаты получила заряд положительных эмоций и желание играть снова. Спасибо организатором за столь продуманную, захватывающую своей красотой и выдумкой квест-комнату. Советую посетить данную комнату и получить массу удовольствия - вы не пожалеете!!!"
47,"Очень спонтанно попали в квест комнату, бронировали из того что было свободно, но совсем не жалеем что пополи в комнату 1001 ночь. Механика комнаты просто супер, очень интересные загадки и головоломки. Отдельное спасибо администратору Яне, которая в подсказках давала только наводящую информацию, а не правильный ответ, что сделало прохождение болие интересным."
47,"Огромное спасибо за позитив и непередаваемые эмоции. В квесте все продумано до малейших мелочей, создателям удалось передать атмосферу сказки, и мы в нее окунулись целиком. Было очень интересно, необычные локации, красивые детали, все сделано с любовью и трепетом. Отличная возможность провести время с друзьями и отключить мозги, так как загадки настолько интересные, что кроме их решения ты не думаешь ни о чем. Создателям - успеха, и с нетерпением ждем открытия новых комнат))"
47,"Посетили эту замечательную квест-комнату. Во-первых. ощущения полной сказки. Мы почувствовали себя настоящеми Шахеризадами. Абсолютное ощущение сказки. Во-вторых, персонал просто мего профи. Подсказки давали четко и лаконично. Персонал-вы лучшие.Всем советую обязательно посетить эту комнату-она сказочная)"
47,Отличная комната) все понравилось =)
47,"Спасибо большое организаторам! Отличные головоломки, полное погружение в атмосферу поиска разгадок. Было очень интересно, хоть и не до всего сразу додумались. Всем советую! :)"
47,"Очень понравилась комната, интересный антураж, логичные и достаточно сложные загадки, очень приятный персонал ) Комната средней сложности, подойдет если вы уже посетили пару комнат и хотите чего-то интересного."
47,"Очень красивая и стильная комната, отличная механика. Интересные логические загадки. Хотя сложность не супер высокая (на мой взгляд), но подсказки брать пришлось. Спасибо оператору Яне, которая очень мила и гостеприимна. Наша команда осталась довольна. Спасибо за отлично проведенное время. Единственный минус это то, что 8-летний ребенок из-за своего роста доставал не до всех квестовых предметов. В целом - рекомендую эту комнату!"
47,"Одна из самых антуражных комнат, полностю окунулись в атмосферу сказки) Создателям большое спасибо за такой квест :))"
47,"Ходили с подругами 15-го октября, праздновали мой День Рождения) Было очень круто, получили море эмоций, интересные и загадки, красивый квест, отлично провели время. Придём ещё раз обязательно)))"
47,Были семьей с тремя детьми - всем оооочень понравилось.Зходиш в комнату с первого шага и ... попадаешь в сказку!
47,"Это было круто! Интересный, сложный, колоритный квест! Ходили с женой на 14 февраля, отличный нестандартный способ начать романтичный вечер... Рекомендуем всем!"
47,"Комната очаровала, словно перенесла нас в сказку, каждая деталь создает атмосферу востока. Хорошие логические задания. Тематика комнаты настраивает на волшебство, а интересные механизмы помогают его создавать. Очень понравилось)"
47,"Супер квест!! С первой секунды, попадая в комнату, ощущение будто вы в сказке! Очень красивый антураж, все продумано до мелочей! Загадки порой сложные, но с подсказками мы справились !! Эта квест комната самая красивая из всех, в которых я была! Однозначно всем рекомендую, кто ещё не был! Удачи!"
47,"Спасибо большое!!! Масса положительных эмоций, новые впечатления и отличное настроение! Всё очень понравилось, спасибо вам!!!"
47,"Квест-кімната ""Тисяча і одна ніч"" виявилася для мене не просто грою,а справжньою пригодою, в яку ми з захватом і величезною цікавістю поринули з подругами. Кімната дуже високотехнологічна, розв’язання загадок і завдань давало нам дивовижні результати. Якщо хочеш себе відчути героєм чудової східної казки і отримати масу задоволень, то тобі сюди!)"
47,Были в квест-комнате в первый раз! И с первого раза так удачно попали в красивую и захватывающую восточную сказку!
47,"В восторге от комнаты! Лучшая техническая реализация, которую видел(50+ комнат за плечами)"
47,"""Тысяча и одна ночь"" - одна из самых интересных и технически наполненных квест-комнат, в которых я была! С удовольствием буду рекомендовать друзьям!"
47,"Неплохой квест. Спокойная комната, интересные загадки. Позитивненько:)"
40,"Атмосферная игра. Красивая, осталось приятное послевкусие. Выше среднего сложности. Подсказки даются корректно, завуалировано, сохраняется интрига. Администратор приятный. Все супер. Последнее задание - огонь, жаль, что мы его выполняли второпях."
40,"Как фанат Японии могу смело заявить - комната к посещению обязательна! Квест понравится абсолютно всем. Антураж комнаты позволяет полностью окунуться в древнюю культуру страны восходящего солнца, из ее легендами об отважный самураях. Также квест логичный и высокотехнологичный. Присутствовали неожиданные повороты сюжета. Наша команда, выйдя из комнаты, получила море удовольствия и позитивных эмоций. А сможете ли вы разгадать все тайны и выбраться за час?"
40,"Уперше тестувала нову кімнату і моє захоплення складно описати ^_^ Приємна музика, цікаві завдання, а наскільки дизайн продуманий!!! Хлопці постаралися на славу, спасибі величезне! Якщо Вам подобається атмосфера сходу, то ця кімната точно для Вас. Обов'язково відвідайте ""Путь самурая"", не пожалкуєте :)"
40,"Одна из самых красивых и атмосферных комнат сети, получил огромное удовольствие проходя её. Не скажу, что загадки лёгкие, но отзывчивые операторы всегда помогут, в связи с этим рекомендую комнату и взрослым, и детям!"
40,"Комната, действительно, сложная. Все задания технологические, много механизмов. Несмотря на это, всё сработало на ура. Почувствовал себя настоящим самураем, когда вышли из комнаты победителями. Остались хорошие впечатления. Отдельное спасибо девчонкам: доброжелательный персонал и хорошие прозрачные подсказки!"
40,"От Квест-комнаты остались только положительные эмоции!!! Разноплановые задания, отличное оформление, реальность прохождения! Спасибо организаторам! Всем рекомендую!"
40,"После посещения комнаты осталась масса положительных эмоций. В комнате очень много элементов японской культуры, что полностью погружает в необычную атмосферу и захватывающую игру. Командная игра и хорошее настроение поможет Вам быстро найти выход :)"
40,"Давеча мне довелось побывать в одной из самых удивительных комнат ""Взаперти"" и я абсолютно верен, что эта комната является одно из лучших. Прекрасно переданная атмосфера Японии не оставит никого равнодушным. Хитроумные загадки, которые лишь на первый взгляд кажутся простыми. И конечно же, финальное задание - великолепный сюрприз!"
40,"Поскольку я фанат Японии, мне было очень интересно что же там будет... Когда мы зашли в комнату, мы сразу начали искать различные загадки и сразу же начинали их решать. Было увлекательно, интересно, весело и местами сложно, но мы все же прошли этот квест, мне очень понравилось."
40,Девчёнкам оооочень понравилось!!! Сложная и интересная квест-комната. Большое спасибо!
40,Отличная комната!
40,"концовка достаточно необычна, как для квест-комнат :)"
40,Классный квест средний по уровню сложности . Понравилось убивать демана . Столько разных заданий в одном квесте . Спасибо за квест.
40,"Спасибо большое Взаперти за интересный квест! Некоторые загадки были весьма нестандартными и требовали проявление творчества, хотя на подсказки в их решении натыкались с первых минут нахождения в комнате. Еле успели! :) Еще раз спасибо за приятно проведенное время и атмосферу!"
40,"Мы быди в этой комнате в 4м)))Очень классная комната, заставляет подумать!СОВЕТУЕМ))))Мы любители квест комнат!!Вы не пожалеете выбрав ее!!)))"
40,Хорошая комната. Очень тематичная!
40,Это была моя первая квест-комната. Безумно понравилось - очень интересная реализация с соответвующим интерьером и большим количеством загадок. Рекомендую.
40,Было круто! Спасибо Взаперти за очередную дозу позитивных эмоций:)
40,"Впервые посетил квест комнату и получил море впечатлений и удовольствия) Сразу же погружаешься в атмосферу, антураж впечатляет."
40,"Были компанией друзей, половина новичков. Каждому будет чем себя занять, в комнате загадок достаточно. Оформление интерьера в восточном стиле задаёт своеобразную атмосферу, соответствует названию комнаты. Есть и своя изюминка - увлекательное экшн-задание. Мы все получили удовольствие от игры. Спасибо команде Взаперти!"
36,"Это совершенно гипнотическая штука. Ты начинаешь проходить задания и в какой-то момент ловишь себя на мысли, что ты уже забыл о настоящей реальности. Что нет ярко освещенной комнаты, в которой ты сидишь и если бы люди, не подавали голос, чтобы что-то подсказать, то и их бы не существовало."
36,"Цілковито заворожуюча гра... В якийсь момент просто перестаєш відчувати своє фізичне тіло, повністю занурюючись в космос... Нам дуже сподобалось! Це наш перший в житті квест... Здається, ми вже підсіли))))"
36,Очень интересный квест! ощущение невесомости понравилось. спасибо!
36,"Очень понравился квест! Спасибо большое Взаперти за столько эмоций и приятного времяпрепровождение с друзьями) Были у Вас уже более чем в 10 комнатах - не надоедает, а только хочется еще)"
36,Квест очень понравился! Необычно и интересно почувствовать себя в невесомости! Рекомендую;)
36,"После первых 5 минут забываешь, что находишься в маленькой комнате, и полностью погружаешься в параллельную (виртуальную) реальность. Здесь исполнилась моя мечта детства - полет в невесомости! Думаю это будущее развлечений, и оно так близко, что становится страшно..."
36,"Очень понравилось! Новые впечатления, переживания и ощущения. Всем рекомендую!"
36,"Обожаю квесты, но никогда не подозревала, что квест можно перенести в виртуальную реальность! Впечатление превосходят все возможные ожидания от игры. Будто ты находишься в настоящем космическом корабле. Это надо прочувствовать абсолютно каждому!"
36,"Хочу сказать, что пережил очень яркие эмоции! После первых 5 минут забываешь, что находишься в маленькой комнате, и полностью погружаешься в параллельную (виртуальную) реальность. Здесь исполнилась моя мечта детства - полет в невесомости! Думаю, это будущее развлечений, и оно так близко, что становится страшно... Однажды мы наденем очки, и больше никогда их не снимем..."
36,"Очень интересный квест, особенно для тех, кто еще не был знаком с очками виртуальной реальности! Необычные ощущения, однозначно стоит попробовать. Тех, у кого слабый вестибулярный аппарат может, конечно, немного ""укачать"", но этот момент не должен испортить впечатление от игры!"
36,"Были вчетвером в COSMOS VR. Мне понравилось что были сложные моменты, некоторые моменты надо нащупать, понять как работает. Квест не самый тривиальный и надо работать в команде. Чем больше общаетесь и слаженнее работаете и разбираете кто что делает, тем быстрее пройдёте и тем интереснее будет. Спасибо большое за квест."
36,"Мы были в космосе в день рождения вместе с друзьями.Очень интересно провели время,сплотились как команда и всё прошли без подсказок.Так увлеклись,что не поняли каким образом прошло время и нужно было прощаться.Ещё полдня обменивались ощущениями,все взрослые люди, а радовались как дети! Советуем пройти этот путь вместе и всем остальным!"
36,Круто!)
36,"Супер,мы офигели,были в восторге)))"
36,Это было очень круто. С нетерпением ждем новых квестов VR.
36,Это что-то невероятное! Наша команда в полном восторге от этой игры. Советую всем!
36,"Реальность-то виртуальная, но чтобы пройти этот квест, командная работа должна быть самой что ни на есть настоящей и активной. По-другому никак! P.s. Для всех, кто хотел в детстве стать космонавтом - это ваш шанс :)"
36,Решил сделать брату подарок на День рождения)) После окончания квеста нам хотелось вернуться обратно в виртуальную реальность. Все было супер. После прохождения квеста осталось куча эмоций и впечетлений))
49,"Знакомство ""Взаперти"" началось с этой квест-комнаты. От начала и до конца, мы были в диком напряжении, время улетало незаметно. Эмоции зашкаливали, за 45 минут мы реально превратились в настоящих шпионов :)) Было интересно испытать свой мозг на прочность. Идея просто супер! Однозначно рекомендую к посещению"
49,"Насамперед вдячні організаторам за постійний супровід, без Вас деякі загадки були складнуваті! Всім раджу відвідати консперативну кімнату, мега емоції гарантовано! Порада для всіх, включайтеся в роботу з першої хвилини, не зациклюйтеся на одній думці більше 30 секунд)))))))) Ми ще повернемося!!!!"
49,"Никогда бы не подумал, что такая крошечная комната таит в себе столько сюрпризов и головоломок. =) Первых пару минут нам казалось, что здесь нет ничего необычного, но нет же - Взаперти как всегда держит марку. Здесь мы должны думать именно как спец агенты, замечая даже самые мелкие детали, анализируя и дополняя мысли друг друга. Очень крутая комната =)"
49,"Очень антуражная комната, много предметов с которыми можно взаимодействовать. Комната хорошо продуманная и подойдет как новичкам так и уже матерым шпионам. И когда уже кажется, что интереснее в ней уже ничего нет, квест подкидывает еще загадок. Нет сомнений, что это головоломка, которую нужно посетить каждому!"
49,"Отличный квест.По счёту это 15 мой квест в этой сети.Но приятно порадовал.Достоточно логичный ,средней уровни сложности.Хотя без подсказок не обошлись)это уже вошло в привычку,давить на кнопку. Рекомендую всем начинающим,дабы потом пойти по сети квестов без остановок....:)"
49,"Очень увлекательная комната! Нас сразу удивила насыщенность комнаты разными задачами, несмотря на то, что квест позиционируется как лайт. Нам очень понравилась тематика: ты попадаешь в настоящий детектив. Отличная зарядка для мозгов. Все советуем ""Конспиративную квартиру""."
49,"Хороший 3/4, играли вдвоем, быстро зашло, так что справились меньше, чем за пол часа. Линейка, но не без изюминки)"
49,"Как только ты попадаешь в комнату и за тобой закрывается дверь, ты превращаешься в настоящего секретного агента. В комнате не будет ни минуты на “поскучать”, вы вечно будете заняты, то ли подсчётами, то ли поисками того, что скрыто от ваших глаз. Однозначно рекомендую к посещению, обещаю, вы останетесь полны эмоций и впечатлений."
49,"Первый квест в жизни. Очень круто! Время пролетает совершенно незаметно. Теперь с подругой крепко ""подсели"" на квест-комнаты:) Спасибо!"
49,"На даний момент, це найбільш захоплююча квест-кімната з усіх (4), в яких я була, від команії ""Замкнені"" і не тільки! Настільки поринаєш у сюжет, що реально починаєш відчувати себе таємним агентом. Цифри я люблю, тому було весело, але робити треба все дуже швидко, бо загадок багато, а часу мало."
62,Очень крутая квест-комната!Очень логично!
62,"Я была в квест-комнате «Криївка». Мне очень понравилась атмосфера и загадки! Детали и элементы комнаты давали полное ощущение бункера! Страшно и интересно одновременно! Спасибо Вам большое! Удачи всем, кто будет проходить комнату."
62,"С подачи наших детей посетили квест-рум ""Крыивка"". Пригласили еще своих друзей. Это впечатление посетили впервые и боялись, что не справимся с заданиями, т.к. мы уже в возрасте. Однако у нас все получилось! Мы прошли квест за 54 минуты, причем почти половину заданий решили сами без подсказок. Есть еще порох в пороховницах! А сколько позитива получили во время совместных размышлений и поисков! Ведь этот квест предполагает совместные действия всех участников. А фотосессия после выхода из квеста - это просто улет! Вернулись в молодость. После этого впечатления решили, что теперь будем дарить друг другу исключительно сертификаты на квесты вместо ненужных вещей. Очень рекомендуем этот квест для тех, кто хочет не только поломать голову над замысловатыми заданиями, но и выполнить какие-то действия по результатам решений. Спасибо организаторам за позитив!"
